State,Date,Hourly Demand Met (in MW),
Uttar Pradesh - 2025,06-Oct 10am,17031.46,
Uttar Pradesh - 2025,06-Oct 11am,17355.61,
Uttar Pradesh - 2025,06-Oct 12pm,17888.38,
Uttar Pradesh - 2025,06-Oct 1pm,17586.56,
Uttar Pradesh - 2025,06-Oct 2pm,17592.48,
Uttar Pradesh - 2025,06-Oct 3pm,16814.92,
Uttar Pradesh - 2025,06-Oct 4pm,16627.92,
Uttar Pradesh - 2025,06-Oct 5pm,15234.53,
Uttar Pradesh - 2025,06-Oct 6pm,18382.07,
Uttar Pradesh - 2025,06-Oct 7pm,21424.84,
Uttar Pradesh - 2025,06-Oct 8pm,20875.58,
Uttar Pradesh - 2025,06-Oct 9pm,20435.8,
Uttar Pradesh - 2025,06-Oct 10pm,19974.39,
Uttar Pradesh - 2025,06-Oct 11pm,19482.7,
Uttar Pradesh - 2025,07-Oct 12am,18878.95,
Uttar Pradesh - 2025,07-Oct 1am,17878.66,
Uttar Pradesh - 2025,07-Oct 2am,17410.12,
Uttar Pradesh - 2025,07-Oct 3am,16744.7,
Uttar Pradesh - 2025,07-Oct 4am,16188.49,
Uttar Pradesh - 2025,07-Oct 5am,15969,
Uttar Pradesh - 2025,07-Oct 6am,15628.17,
Uttar Pradesh - 2025,07-Oct 7am,13793.48,
Uttar Pradesh - 2025,07-Oct 8am,13799.6,
Uttar Pradesh - 2025,07-Oct 9am,14468.61,
Uttar Pradesh - 2025,07-Oct 10am,15881.06,
Uttar Pradesh - 2025,07-Oct 11am,15924.28,
Uttar Pradesh - 2025,07-Oct 12pm,16530.71,
Uttar Pradesh - 2025,07-Oct 1pm,16334.93,
Uttar Pradesh - 2025,07-Oct 2pm,16558.25,
Uttar Pradesh - 2025,07-Oct 3pm,16028.08,
Uttar Pradesh - 2025,07-Oct 4pm,14524.38,
Uttar Pradesh - 2025,07-Oct 5pm,13317.28,
Uttar Pradesh - 2025,07-Oct 6pm,17873.97,
Uttar Pradesh - 2025,07-Oct 7pm,20969.18,
Uttar Pradesh - 2025,07-Oct 8pm,20270.74,
Uttar Pradesh - 2025,07-Oct 9pm,19493.45,
Uttar Pradesh - 2025,07-Oct 10pm,19492.59,
Uttar Pradesh - 2025,07-Oct 11pm,18955.35,
Uttar Pradesh - 2025,08-Oct 12am,18292.77,
Uttar Pradesh - 2025,08-Oct 1am,17680.22,
Uttar Pradesh - 2025,08-Oct 2am,16956.36,
Uttar Pradesh - 2025,08-Oct 3am,16200.6,
Uttar Pradesh - 2025,08-Oct 4am,15684.12,
Uttar Pradesh - 2025,08-Oct 5am,15629.11,
Uttar Pradesh - 2025,08-Oct 6am,15759.79,
Uttar Pradesh - 2025,08-Oct 7am,12898.98,
Uttar Pradesh - 2025,08-Oct 8am,14344.2,
Uttar Pradesh - 2025,08-Oct 9am,15282.72,
Uttar Pradesh - 2025,08-Oct 10am,16420.17,
Uttar Pradesh - 2025,08-Oct 11am,16998.63,
Uttar Pradesh - 2025,08-Oct 12pm,16739.22,
Uttar Pradesh - 2025,08-Oct 1pm,16294.61,
Uttar Pradesh - 2025,08-Oct 2pm,16207.29,
Uttar Pradesh - 2025,08-Oct 3pm,14823.44,
Uttar Pradesh - 2025,08-Oct 4pm,14120.66,
Uttar Pradesh - 2025,08-Oct 5pm,14996.28,
Uttar Pradesh - 2025,08-Oct 6pm,18947.66,
Uttar Pradesh - 2025,08-Oct 7pm,20796.95,
Uttar Pradesh - 2025,08-Oct 8pm,22145.98,
Uttar Pradesh - 2025,08-Oct 9pm,21261.22,
Uttar Pradesh - 2025,08-Oct 10pm,20643.76,
Uttar Pradesh - 2025,08-Oct 11pm,20080.61,
Uttar Pradesh - 2025,09-Oct 12am,19281.92,
Uttar Pradesh - 2025,09-Oct 1am,18509.77,
Uttar Pradesh - 2025,09-Oct 2am,17837.11,
Uttar Pradesh - 2025,09-Oct 3am,17292.26,
Uttar Pradesh - 2025,09-Oct 4am,16723.65,
Uttar Pradesh - 2025,09-Oct 5am,16916.54,
Uttar Pradesh - 2025,09-Oct 6am,16897.05,
Uttar Pradesh - 2025,09-Oct 7am,11106.09,
Uttar Pradesh - 2025,09-Oct 8am,12715.9,
Uttar Pradesh - 2025,09-Oct 9am,15036.01,
Uttar Pradesh - 2025,09-Oct 10am,16036.43,
Uttar Pradesh - 2025,09-Oct 11am,15557.88,
Uttar Pradesh - 2025,09-Oct 12pm,16290.84,
Uttar Pradesh - 2025,09-Oct 1pm,15585.2,
Uttar Pradesh - 2025,09-Oct 2pm,15391.15,
Uttar Pradesh - 2025,09-Oct 3pm,14719.04,
Uttar Pradesh - 2025,09-Oct 4pm,13366.2,
Uttar Pradesh - 2025,09-Oct 5pm,15056.39,
Uttar Pradesh - 2025,09-Oct 6pm,18800.27,
Uttar Pradesh - 2025,09-Oct 7pm,21340.22,
Uttar Pradesh - 2025,09-Oct 8pm,21299.89,
Uttar Pradesh - 2025,09-Oct 9pm,20704.67,
Uttar Pradesh - 2025,09-Oct 10pm,20104.34,
Uttar Pradesh - 2025,09-Oct 11pm,19392.01,
Uttar Pradesh - 2025,10-Oct 12am,18644.74,
Uttar Pradesh - 2025,10-Oct 1am,17665.55,
Uttar Pradesh - 2025,10-Oct 2am,16934.07,
Uttar Pradesh - 2025,10-Oct 3am,16376.21,
Uttar Pradesh - 2025,10-Oct 4am,15890.94,
Uttar Pradesh - 2025,10-Oct 5am,16005.32,
Uttar Pradesh - 2025,10-Oct 6am,16221.41,
Uttar Pradesh - 2025,10-Oct 7am,11017.21,
Uttar Pradesh - 2025,10-Oct 8am,14199.27,
Uttar Pradesh - 2025,10-Oct 9am,14341.29,
Uttar Pradesh - 2025,10-Oct 10am,14434.44,
Uttar Pradesh - 2025,10-Oct 11am,15767.12,
Uttar Pradesh - 2025,10-Oct 12pm,17304.9,
Uttar Pradesh - 2025,10-Oct 1pm,16665.84,
Uttar Pradesh - 2025,10-Oct 2pm,16268.63,
Uttar Pradesh - 2025,10-Oct 3pm,16183.03,
Uttar Pradesh - 2025,10-Oct 4pm,15818.43,
Uttar Pradesh - 2025,10-Oct 5pm,15729.91,
Uttar Pradesh - 2025,10-Oct 6pm,18435.66,
Uttar Pradesh - 2025,10-Oct 7pm,20913.97,
Uttar Pradesh - 2025,10-Oct 8pm,19388.16,
Uttar Pradesh - 2025,10-Oct 9pm,18501.34,
Uttar Pradesh - 2025,10-Oct 10pm,18650.87,
Uttar Pradesh - 2025,10-Oct 11pm,17966.97,
Uttar Pradesh - 2025,11-Oct 12am,17257.78,
Uttar Pradesh - 2025,11-Oct 1am,16673.32,
Uttar Pradesh - 2025,11-Oct 2am,16111.42,
Uttar Pradesh - 2025,11-Oct 3am,15627.89,
Uttar Pradesh - 2025,11-Oct 4am,15254.57,
Uttar Pradesh - 2025,11-Oct 5am,15387.54,
Uttar Pradesh - 2025,11-Oct 6am,15809.97,
Uttar Pradesh - 2025,11-Oct 7am,14072.28,
Uttar Pradesh - 2025,11-Oct 8am,14013.99,
Uttar Pradesh - 2025,11-Oct 9am,14430.55,
Uttar Pradesh - 2025,11-Oct 10am,16087.07,
Uttar Pradesh - 2025,11-Oct 11am,16123.3,
Uttar Pradesh - 2025,11-Oct 12pm,15953.7,
Uttar Pradesh - 2025,11-Oct 1pm,15630.81,
Uttar Pradesh - 2025,11-Oct 2pm,15306.01,
Uttar Pradesh - 2025,11-Oct 3pm,15148.52,
Uttar Pradesh - 2025,11-Oct 4pm,14821.48,
Uttar Pradesh - 2025,11-Oct 5pm,14674.46,
Uttar Pradesh - 2025,11-Oct 6pm,17672.63,
Uttar Pradesh - 2025,11-Oct 7pm,20826.39,
Uttar Pradesh - 2025,11-Oct 8pm,20069.82,
Uttar Pradesh - 2025,11-Oct 9pm,19075.47,
Uttar Pradesh - 2025,11-Oct 10pm,18612.32,
Uttar Pradesh - 2025,11-Oct 11pm,17730.41,
Uttar Pradesh - 2025,12-Oct 12am,17282.61,
Uttar Pradesh - 2025,12-Oct 1am,16686.26,
Uttar Pradesh - 2025,12-Oct 2am,16233.87,
Uttar Pradesh - 2025,12-Oct 3am,15687.66,
Uttar Pradesh - 2025,12-Oct 4am,15253.28,
Uttar Pradesh - 2025,12-Oct 5am,15545.47,
Uttar Pradesh - 2025,12-Oct 6am,15874.36,
Uttar Pradesh - 2025,12-Oct 7am,14281.95,
Uttar Pradesh - 2025,12-Oct 8am,14192.06,
Uttar Pradesh - 2025,12-Oct 9am,14489.66,
Uttar Pradesh - 2025,12-Oct 10am,15702.57,
Uttar Pradesh - 2025,12-Oct 11am,15911.59,
Uttar Pradesh - 2025,12-Oct 12pm,15698.43,
Uttar Pradesh - 2025,12-Oct 1pm,15169.65,
Uttar Pradesh - 2025,12-Oct 2pm,14958.14,
Uttar Pradesh - 2025,12-Oct 3pm,14687.8,
Uttar Pradesh - 2025,12-Oct 4pm,14092.09,
Uttar Pradesh - 2025,12-Oct 5pm,14099.72,
Uttar Pradesh - 2025,12-Oct 6pm,17169.27,
Uttar Pradesh - 2025,12-Oct 7pm,20234.31,
Uttar Pradesh - 2025,12-Oct 8pm,19337.02,
Uttar Pradesh - 2025,12-Oct 9pm,18673.17,
Uttar Pradesh - 2025,12-Oct 10pm,17994.77,
Uttar Pradesh - 2025,12-Oct 11pm,17472.93,
Uttar Pradesh - 2025,13-Oct 12am,16755.25,
Uttar Pradesh - 2025,13-Oct 1am,16186.12,
Uttar Pradesh - 2025,13-Oct 2am,15650.29,
Uttar Pradesh - 2025,13-Oct 3am,15303.41,
Uttar Pradesh - 2025,13-Oct 4am,14928.67,
Uttar Pradesh - 2025,13-Oct 5am,15448.21,
Uttar Pradesh - 2025,13-Oct 6am,16087.99,
Uttar Pradesh - 2025,13-Oct 7am,15128.24,
Uttar Pradesh - 2025,13-Oct 8am,14314.11,
Uttar Pradesh - 2025,13-Oct 9am,14934.33,
Uttar Pradesh - 2025,13-Oct 10am,16832.98,
Uttar Pradesh - 2025,13-Oct 11am,17244.42,
Uttar Pradesh - 2025,13-Oct 12pm,16700.48,
Uttar Pradesh - 2025,13-Oct 1pm,16146.46,
Uttar Pradesh - 2025,13-Oct 2pm,15811.07,
Uttar Pradesh - 2025,13-Oct 3pm,15841.76,
Uttar Pradesh - 2025,13-Oct 4pm,15521.6,
Uttar Pradesh - 2025,13-Oct 5pm,15310.54,
Uttar Pradesh - 2025,13-Oct 6pm,18695.21,
Uttar Pradesh - 2025,13-Oct 7pm,21260.81,
Uttar Pradesh - 2025,13-Oct 8pm,20169.01,
Uttar Pradesh - 2025,13-Oct 9pm,19402.51,
Uttar Pradesh - 2025,13-Oct 10pm,18767.17,
Uttar Pradesh - 2025,13-Oct 11pm,17982.37,
Uttar Pradesh - 2025,14-Oct 12am,17346.32,
Uttar Pradesh - 2025,14-Oct 1am,16717.68,
Uttar Pradesh - 2025,14-Oct 2am,16037.8,
Uttar Pradesh - 2025,14-Oct 3am,15494.12,
Uttar Pradesh - 2025,14-Oct 4am,15192.87,
Uttar Pradesh - 2025,14-Oct 5am,15577.78,
Uttar Pradesh - 2025,14-Oct 6am,16365.24,
Uttar Pradesh - 2025,14-Oct 7am,15195.51,
Uttar Pradesh - 2025,14-Oct 8am,14696.68,
Uttar Pradesh - 2025,14-Oct 9am,15199.52,
Uttar Pradesh - 2025,14-Oct 10am,16668.4,
Uttar Pradesh - 2025,14-Oct 11am,17264.6,
Uttar Pradesh - 2025,14-Oct 12pm,16857.5,
Uttar Pradesh - 2025,14-Oct 1pm,16064.68,
Uttar Pradesh - 2025,14-Oct 2pm,16016.27,
Uttar Pradesh - 2025,14-Oct 3pm,16076.05,
Uttar Pradesh - 2025,14-Oct 4pm,15578.03,
Uttar Pradesh - 2025,14-Oct 5pm,15293.46,
Uttar Pradesh - 2025,14-Oct 6pm,18075.21,
Uttar Pradesh - 2025,14-Oct 7pm,21067.78,
Uttar Pradesh - 2025,14-Oct 8pm,20519.48,
Uttar Pradesh - 2025,14-Oct 9pm,19685.57,
Uttar Pradesh - 2025,14-Oct 10pm,18867.01,
Uttar Pradesh - 2025,14-Oct 11pm,17958.8,
Uttar Pradesh - 2025,15-Oct 12am,17295.81,
Uttar Pradesh - 2025,15-Oct 1am,16742.5,
Uttar Pradesh - 2025,15-Oct 2am,16447.54,
Uttar Pradesh - 2025,15-Oct 3am,16018.43,
Uttar Pradesh - 2025,15-Oct 4am,15683.4,
Uttar Pradesh - 2025,15-Oct 5am,16165.57,
Uttar Pradesh - 2025,15-Oct 6am,16580.75,
Uttar Pradesh - 2025,15-Oct 7am,15635.61,
Uttar Pradesh - 2025,15-Oct 8am,15286.48,
Uttar Pradesh - 2025,15-Oct 9am,15903.04,
Uttar Pradesh - 2025,15-Oct 10am,17523.95,
Uttar Pradesh - 2025,15-Oct 11am,17438.21,
Uttar Pradesh - 2025,15-Oct 12pm,16888.98,
Uttar Pradesh - 2025,15-Oct 1pm,16520.74,
Uttar Pradesh - 2025,15-Oct 2pm,16213.71,
Uttar Pradesh - 2025,15-Oct 3pm,16235.97,
Uttar Pradesh - 2025,15-Oct 4pm,15749.69,
Uttar Pradesh - 2025,15-Oct 5pm,15689.15,
Uttar Pradesh - 2025,15-Oct 6pm,19163.2,
Uttar Pradesh - 2025,15-Oct 7pm,21165.26,
Uttar Pradesh - 2025,15-Oct 8pm,20723.23,
Uttar Pradesh - 2025,15-Oct 9pm,19631.73,
Uttar Pradesh - 2025,15-Oct 10pm,18795.23,
Uttar Pradesh - 2025,15-Oct 11pm,18152.67,
Uttar Pradesh - 2025,16-Oct 12am,17564.47,
Uttar Pradesh - 2025,16-Oct 1am,16880.93,
Uttar Pradesh - 2025,16-Oct 2am,16616.03,
Uttar Pradesh - 2025,16-Oct 3am,16112.05,
Uttar Pradesh - 2025,16-Oct 4am,15789.28,
Uttar Pradesh - 2025,16-Oct 5am,16303.57,
Uttar Pradesh - 2025,16-Oct 6am,16863.55,
Uttar Pradesh - 2025,16-Oct 7am,15624.89,
Uttar Pradesh - 2025,16-Oct 8am,15516.29,
Uttar Pradesh - 2025,16-Oct 9am,16115.29,
Uttar Pradesh - 2025,16-Oct 10am,17342.77,
Uttar Pradesh - 2025,16-Oct 11am,17505.42,
Uttar Pradesh - 2025,16-Oct 12pm,17053.82,
Uttar Pradesh - 2025,16-Oct 1pm,16809.3,
Uttar Pradesh - 2025,16-Oct 2pm,16655.16,
Uttar Pradesh - 2025,16-Oct 3pm,16468.93,
Uttar Pradesh - 2025,16-Oct 4pm,16201.69,
Uttar Pradesh - 2025,16-Oct 5pm,16080.63,
Uttar Pradesh - 2025,16-Oct 6pm,19156.68,
Uttar Pradesh - 2025,16-Oct 7pm,20159.12,
Uttar Pradesh - 2025,16-Oct 8pm,20617.04,
Uttar Pradesh - 2025,16-Oct 9pm,19695.56,
Uttar Pradesh - 2025,16-Oct 10pm,19029.84,
Uttar Pradesh - 2025,16-Oct 11pm,18228.98,
Uttar Pradesh - 2025,17-Oct 12am,17542.4,
Uttar Pradesh - 2025,17-Oct 1am,16939.46,
Uttar Pradesh - 2025,17-Oct 2am,16368.34,
Uttar Pradesh - 2025,17-Oct 3am,15837.83,
Uttar Pradesh - 2025,17-Oct 4am,15533.06,
Uttar Pradesh - 2025,17-Oct 5am,16152.02,
Uttar Pradesh - 2025,17-Oct 6am,17171.35,
Uttar Pradesh - 2025,17-Oct 7am,16413.25,
Uttar Pradesh - 2025,17-Oct 8am,16133.78,
Uttar Pradesh - 2025,17-Oct 9am,16570.46,
Uttar Pradesh - 2025,17-Oct 10am,18137.11,
Uttar Pradesh - 2025,17-Oct 11am,18303.69,
Uttar Pradesh - 2025,17-Oct 12pm,18233.38,
Uttar Pradesh - 2025,17-Oct 1pm,17737.71,
Uttar Pradesh - 2025,17-Oct 2pm,17217.85,
Uttar Pradesh - 2025,17-Oct 3pm,17066.64,
Uttar Pradesh - 2025,17-Oct 4pm,16388.35,
Uttar Pradesh - 2025,17-Oct 5pm,16495.95,
Uttar Pradesh - 2025,17-Oct 6pm,19314.95,
Uttar Pradesh - 2025,17-Oct 7pm,21586,
Uttar Pradesh - 2025,17-Oct 8pm,20836.52,
Uttar Pradesh - 2025,17-Oct 9pm,19919.58,
Uttar Pradesh - 2025,17-Oct 10pm,19204.26,
Uttar Pradesh - 2025,17-Oct 11pm,18551.09,
Uttar Pradesh - 2025,18-Oct 12am,18025.58,
Uttar Pradesh - 2025,18-Oct 1am,17212.43,
Uttar Pradesh - 2025,18-Oct 2am,16731.13,
Uttar Pradesh - 2025,18-Oct 3am,16252.15,
Uttar Pradesh - 2025,18-Oct 4am,16062.53,
Uttar Pradesh - 2025,18-Oct 5am,16496.25,
Uttar Pradesh - 2025,18-Oct 6am,17254.47,
Uttar Pradesh - 2025,18-Oct 7am,16520.06,
Uttar Pradesh - 2025,18-Oct 8am,16382.69,
Uttar Pradesh - 2025,18-Oct 9am,16989.89,
Uttar Pradesh - 2025,18-Oct 10am,18303.16,
Uttar Pradesh - 2025,18-Oct 11am,18576.66,
Uttar Pradesh - 2025,18-Oct 12pm,18518.35,
Uttar Pradesh - 2025,18-Oct 1pm,18051.55,
Uttar Pradesh - 2025,18-Oct 2pm,17767.02,
Uttar Pradesh - 2025,18-Oct 3pm,17364.11,
Uttar Pradesh - 2025,18-Oct 4pm,16760.04,
Uttar Pradesh - 2025,18-Oct 5pm,16843.34,
Uttar Pradesh - 2025,18-Oct 6pm,19221.21,
Uttar Pradesh - 2025,18-Oct 7pm,20844.29,
Uttar Pradesh - 2025,18-Oct 8pm,20360.24,
Uttar Pradesh - 2025,18-Oct 9pm,19838.35,
Uttar Pradesh - 2025,18-Oct 10pm,19407.84,
Uttar Pradesh - 2025,18-Oct 11pm,18587.86,
Uttar Pradesh - 2025,19-Oct 12am,18071.87,
Uttar Pradesh - 2025,19-Oct 1am,17372,
Uttar Pradesh - 2025,19-Oct 2am,16720.05,
Uttar Pradesh - 2025,19-Oct 3am,16145.67,
Uttar Pradesh - 2025,19-Oct 4am,15958.12,
Uttar Pradesh - 2025,19-Oct 5am,16443.95,
Uttar Pradesh - 2025,19-Oct 6am,17110.22,
Uttar Pradesh - 2025,19-Oct 7am,16468.01,
Uttar Pradesh - 2025,19-Oct 8am,16424.88,
Uttar Pradesh - 2025,19-Oct 9am,17073.08,
Uttar Pradesh - 2025,19-Oct 10am,17748.02,
Uttar Pradesh - 2025,19-Oct 11am,18125.55,
Uttar Pradesh - 2025,19-Oct 12pm,17943.9,
Uttar Pradesh - 2025,19-Oct 1pm,17718.18,
Uttar Pradesh - 2025,19-Oct 2pm,17243.97,
Uttar Pradesh - 2025,19-Oct 3pm,16862.8,
Uttar Pradesh - 2025,19-Oct 4pm,16368.53,
Uttar Pradesh - 2025,19-Oct 5pm,16375.62,
Uttar Pradesh - 2025,19-Oct 6pm,18887.08,
Uttar Pradesh - 2025,19-Oct 7pm,20207.19,
Uttar Pradesh - 2025,19-Oct 8pm,19686.63,
Uttar Pradesh - 2025,19-Oct 9pm,19430.79,
Uttar Pradesh - 2025,19-Oct 10pm,18855.11,
Uttar Pradesh - 2025,19-Oct 11pm,18299.04,
Uttar Pradesh - 2025,20-Oct 12am,17700.75,
Uttar Pradesh - 2025,20-Oct 1am,17033.17,
Uttar Pradesh - 2025,20-Oct 2am,16744.02,
Uttar Pradesh - 2025,20-Oct 3am,16068.39,
Uttar Pradesh - 2025,20-Oct 4am,15687.03,
Uttar Pradesh - 2025,20-Oct 5am,16307.56,
Uttar Pradesh - 2025,20-Oct 6am,17100.32,
Uttar Pradesh - 2025,20-Oct 7am,16417.31,
Uttar Pradesh - 2025,20-Oct 8am,16559.2,
Uttar Pradesh - 2025,20-Oct 9am,17062.94,
Uttar Pradesh - 2025,20-Oct 10am,17332.08,
Uttar Pradesh - 2025,20-Oct 11am,17576.61,
Uttar Pradesh - 2025,20-Oct 12pm,17378.26,
Uttar Pradesh - 2025,20-Oct 1pm,16982.45,
Uttar Pradesh - 2025,20-Oct 2pm,16422.24,
Uttar Pradesh - 2025,20-Oct 3pm,16332.43,
Uttar Pradesh - 2025,20-Oct 4pm,16170.4,
Uttar Pradesh - 2025,20-Oct 5pm,16367.96,
Uttar Pradesh - 2025,20-Oct 6pm,18487.26,
Uttar Pradesh - 2025,20-Oct 7pm,18850.04,
Uttar Pradesh - 2025,20-Oct 8pm,18363.51,
Uttar Pradesh - 2025,20-Oct 9pm,18115.98,
Uttar Pradesh - 2025,20-Oct 10pm,18207.26,
Uttar Pradesh - 2025,20-Oct 11pm,17649.74,
Uttar Pradesh - 2025,21-Oct 12am,17166.68,
Uttar Pradesh - 2025,21-Oct 1am,16719.03,
Uttar Pradesh - 2025,21-Oct 2am,16502.71,
Uttar Pradesh - 2025,21-Oct 3am,15985.06,
Uttar Pradesh - 2025,21-Oct 4am,15357.92,
Uttar Pradesh - 2025,21-Oct 5am,15590.41,
Uttar Pradesh - 2025,21-Oct 6am,15988.43,
Uttar Pradesh - 2025,21-Oct 7am,14969.07,
Uttar Pradesh - 2025,21-Oct 8am,15259.21,
Uttar Pradesh - 2025,21-Oct 9am,15844.24,
Uttar Pradesh - 2025,21-Oct 10am,16680.34,
Uttar Pradesh - 2025,21-Oct 11am,17085.28,
Uttar Pradesh - 2025,21-Oct 12pm,17269.16,
Uttar Pradesh - 2025,21-Oct 1pm,16731.7,
Uttar Pradesh - 2025,21-Oct 2pm,16379.78,
Uttar Pradesh - 2025,21-Oct 3pm,16165.88,
Uttar Pradesh - 2025,21-Oct 4pm,15639.38,
Uttar Pradesh - 2025,21-Oct 5pm,15801.08,
Uttar Pradesh - 2025,21-Oct 6pm,18544.61,
Uttar Pradesh - 2025,21-Oct 7pm,19665.74,
Uttar Pradesh - 2025,21-Oct 8pm,19327.82,
Uttar Pradesh - 2025,21-Oct 9pm,19077.85,
Uttar Pradesh - 2025,21-Oct 10pm,18752.68,
Uttar Pradesh - 2025,21-Oct 11pm,18233.72,
Uttar Pradesh - 2025,22-Oct 12am,17668.51,
Uttar Pradesh - 2025,22-Oct 1am,17090.71,
Uttar Pradesh - 2025,22-Oct 2am,16740.17,
Uttar Pradesh - 2025,22-Oct 3am,16172.77,
Uttar Pradesh - 2025,22-Oct 4am,15796.35,
Uttar Pradesh - 2025,22-Oct 5am,16133.91,
Uttar Pradesh - 2025,22-Oct 6am,16587.75,
Uttar Pradesh - 2025,22-Oct 7am,15795.94,
Uttar Pradesh - 2025,22-Oct 8am,16033.59,
Uttar Pradesh - 2025,22-Oct 9am,16636.64,
Uttar Pradesh - 2025,22-Oct 10am,17409.68,
Uttar Pradesh - 2025,22-Oct 11am,17900,
Uttar Pradesh - 2025,22-Oct 12pm,17758.16,
Uttar Pradesh - 2025,22-Oct 1pm,17466.72,
Uttar Pradesh - 2025,22-Oct 2pm,17131.54,
Uttar Pradesh - 2025,22-Oct 3pm,16672.46,
Uttar Pradesh - 2025,22-Oct 4pm,16235.02,
Uttar Pradesh - 2025,22-Oct 5pm,16141.11,
Uttar Pradesh - 2025,22-Oct 6pm,19036.39,
Uttar Pradesh - 2025,22-Oct 7pm,20078.64,
Uttar Pradesh - 2025,22-Oct 8pm,19742.69,
Uttar Pradesh - 2025,22-Oct 9pm,19437.51,
Uttar Pradesh - 2025,22-Oct 10pm,19090.69,
Uttar Pradesh - 2025,22-Oct 11pm,18662.79,
Uttar Pradesh - 2025,23-Oct 12am,18300.85,
Uttar Pradesh - 2025,23-Oct 1am,17647.11,
Uttar Pradesh - 2025,23-Oct 2am,17137.16,
Uttar Pradesh - 2025,23-Oct 3am,16647.84,
Uttar Pradesh - 2025,23-Oct 4am,16297.79,
Uttar Pradesh - 2025,23-Oct 5am,16694.76,
Uttar Pradesh - 2025,23-Oct 6am,17098.07,
Uttar Pradesh - 2025,23-Oct 7am,16206.84,
Uttar Pradesh - 2025,23-Oct 8am,16372.32,
Uttar Pradesh - 2025,23-Oct 9am,16878.15,
Uttar Pradesh - 2025,23-Oct 10am,17354.83,
Uttar Pradesh - 2025,23-Oct 11am,17823.05,
Uttar Pradesh - 2025,23-Oct 12pm,17888.1,
Uttar Pradesh - 2025,23-Oct 1pm,17641.29,
Uttar Pradesh - 2025,23-Oct 2pm,17251.27,
Uttar Pradesh - 2025,23-Oct 3pm,16477.28,
Uttar Pradesh - 2025,23-Oct 4pm,16007.35,
Uttar Pradesh - 2025,23-Oct 5pm,15976.9,
Uttar Pradesh - 2025,23-Oct 6pm,18848.29,
Uttar Pradesh - 2025,23-Oct 7pm,20053.93,
Uttar Pradesh - 2025,23-Oct 8pm,19681.87,
Uttar Pradesh - 2025,23-Oct 9pm,19411.09,
Uttar Pradesh - 2025,23-Oct 10pm,19040.86,
Uttar Pradesh - 2025,23-Oct 11pm,18443.92,
Uttar Pradesh - 2025,24-Oct 12am,18076.3,
Uttar Pradesh - 2025,24-Oct 1am,17574.69,
Uttar Pradesh - 2025,24-Oct 2am,16922.98,
Uttar Pradesh - 2025,24-Oct 3am,16432.67,
Uttar Pradesh - 2025,24-Oct 4am,16392.55,
Uttar Pradesh - 2025,24-Oct 5am,16875.47,
Uttar Pradesh - 2025,24-Oct 6am,17462.95,
Uttar Pradesh - 2025,24-Oct 7am,15706.53,
Uttar Pradesh - 2025,24-Oct 8am,16006.69,
Uttar Pradesh - 2025,24-Oct 9am,16487.61,
Uttar Pradesh - 2025,24-Oct 10am,17631.67,
Uttar Pradesh - 2025,24-Oct 11am,18200.25,
Uttar Pradesh - 2025,24-Oct 12pm,17945.1,
Uttar Pradesh - 2025,24-Oct 1pm,17618.69,
Uttar Pradesh - 2025,24-Oct 2pm,17201.67,
Uttar Pradesh - 2025,24-Oct 3pm,16667.38,
Uttar Pradesh - 2025,24-Oct 4pm,16026.66,
Uttar Pradesh - 2025,24-Oct 5pm,16127.76,
Uttar Pradesh - 2025,24-Oct 6pm,19267.14,
Uttar Pradesh - 2025,24-Oct 7pm,20788.4,
Uttar Pradesh - 2025,24-Oct 8pm,19985.5,
Uttar Pradesh - 2025,24-Oct 9pm,19309.87,
Uttar Pradesh - 2025,24-Oct 10pm,18862.75,
Uttar Pradesh - 2025,24-Oct 11pm,18509.75,
Uttar Pradesh - 2025,25-Oct 12am,17988.95,
Uttar Pradesh - 2025,25-Oct 1am,17275.62,
Uttar Pradesh - 2025,25-Oct 2am,16662.27,
Uttar Pradesh - 2025,25-Oct 3am,16197.1,
Uttar Pradesh - 2025,25-Oct 4am,15862.94,
Uttar Pradesh - 2025,25-Oct 5am,16256.28,
Uttar Pradesh - 2025,25-Oct 6am,16835.92,
Uttar Pradesh - 2025,25-Oct 7am,15831.46,
Uttar Pradesh - 2025,25-Oct 8am,15636.14,
Uttar Pradesh - 2025,25-Oct 9am,16401.68,
Uttar Pradesh - 2025,25-Oct 10am,17564.96,
Uttar Pradesh - 2025,25-Oct 11am,17984.72,
Uttar Pradesh - 2025,25-Oct 12pm,17794.38,
Uttar Pradesh - 2025,25-Oct 1pm,17378.61,
Uttar Pradesh - 2025,25-Oct 2pm,16937.88,
Uttar Pradesh - 2025,25-Oct 3pm,16558.62,
Uttar Pradesh - 2025,25-Oct 4pm,16030.48,
Uttar Pradesh - 2025,25-Oct 5pm,15996.66,
Uttar Pradesh - 2025,25-Oct 6pm,19254.13,
Uttar Pradesh - 2025,25-Oct 7pm,20481.26,
Uttar Pradesh - 2025,25-Oct 8pm,19574.29,
Uttar Pradesh - 2025,25-Oct 9pm,18954.16,
Uttar Pradesh - 2025,25-Oct 10pm,18325.58,
Uttar Pradesh - 2025,25-Oct 11pm,17764.21,
Uttar Pradesh - 2025,26-Oct 12am,17236.39,
Uttar Pradesh - 2025,26-Oct 1am,16689.08,
Uttar Pradesh - 2025,26-Oct 2am,16077.96,
Uttar Pradesh - 2025,26-Oct 3am,15680.09,
